entry_id,created_at,pir,ir,color code,alert,part_name,part_type,material,product_id,defect_type,defect_location
590,2025-06-09T09:36:27+00:00,0,0,0,1,Air Filter,Fuel System,Ceramic,10590,Structural,Surface
591,2025-06-09T10:08:34+00:00,0,1,0,1,Radiator,Electrical,Ceramic,10591,Structural,Internal
592,2025-06-09T09:07:53+00:00,0,0,0,1,Alternator,Brake System,Aluminum,10592,Functional,Surface
593,2025-06-09T09:42:43+00:00,1,0,0,1,Radiator,Cooling,Aluminum,10593,Functional,Internal
594,2025-06-09T09:42:43+00:00,0,0,0,1,Engine Oil Filter,Brake System,Metal,10594,Structural,Component
595,2025-06-09T09:51:09+00:00,1,0,0,1,Radiator,Fuel System,Metal,10595,Cosmetic,Surface
596,2025-06-09T09:07:33+00:00,1,0,0,0,Spark Plug,Cooling,Ceramic,10596,Cosmetic,Surface
597,2025-06-09T09:18:15+00:00,0,1,0,1,Air Filter,Brake System,Metal,10597,Functional,Internal
598,2025-06-09T09:26:32+00:00,0,0,0,1,Brake Pad,Fuel System,Aluminum,10598,Structural,Internal
599,2025-06-09T09:35:44+00:00,1,0,0,0,Headlight Assembly,Engine Parts,Synthetic,10599,Structural,Internal
600,2025-06-09T09:32:49+00:00,0,0,0,0,Air Filter,Engine Parts,Plastic,10600,Cosmetic,Component
601,2025-06-09T10:06:33+00:00,1,0,1,0,Headlight Assembly,Brake System,Ceramic,10601,Cosmetic,Component
602,2025-06-09T09:14:19+00:00,0,0,0,0,Brake Pad,Engine Parts,Synthetic,10602,Structural,Surface
603,2025-06-09T09:26:12+00:00,0,0,0,1,Radiator,Lighting,Ceramic,10603,Functional,Component
604,2025-06-09T09:53:25+00:00,1,1,0,1,Radiator,Exterior,Aluminum,10604,Functional,Internal
605,2025-06-09T09:48:34+00:00,1,0,0,1,Windshield Wiper,Engine Parts,Aluminum,10605,Structural,Component
606,2025-06-09T09:35:46+00:00,0,0,3,1,Fuel Tank,Engine Parts,Synthetic,10606,Structural,Internal
607,2025-06-09T09:26:32+00:00,0,0,0,0,Alternator,Electrical,Aluminum,10607,Functional,Component
608,2025-06-09T09:10:28+00:00,1,0,1,1,Windshield Wiper,Engine Parts,Ceramic,10608,Functional,Internal
609,2025-06-09T09:28:06+00:00,1,0,0,1,Air Filter,Engine Parts,Plastic,10609,Structural,Internal
610,2025-06-09T09:15:20+00:00,1,0,0,1,Radiator,Cooling,Metal,10610,Functional,Internal
611,2025-06-09T09:58:06+00:00,0,0,0,0,Engine Oil Filter,Ignition,Plastic,10611,Functional,Component
612,2025-06-09T09:31:35+00:00,0,0,0,1,Brake Pad,Ignition,Ceramic,10612,Structural,Internal
613,2025-06-09T09:24:55+00:00,1,0,0,1,Brake Pad,Brake System,Plastic,10613,Functional,Internal
614,2025-06-09T09:43:10+00:00,1,0,0,0,Brake Pad,Brake System,Aluminum,10614,Structural,Component
615,2025-06-09T10:02:20+00:00,1,0,0,1,Air Filter,Fuel System,Synthetic,10615,Cosmetic,Component
616,2025-06-09T09:38:04+00:00,0,0,1,0,Windshield Wiper,Ignition,Plastic,10616,Structural,Surface
617,2025-06-09T09:44:02+00:00,0,0,0,1,Radiator,Engine Parts,Aluminum,10617,Structural,Component
618,2025-06-09T10:02:40+00:00,1,0,0,1,Engine Oil Filter,Cooling,Aluminum,10618,Functional,Component
619,2025-06-09T09:31:35+00:00,1,0,0,0,Alternator,Lighting,Synthetic,10619,Cosmetic,Component
620,2025-06-09T10:09:32+00:00,0,0,0,0,Engine Oil Filter,Electrical,Plastic,10620,Functional,Internal
621,2025-06-09T09:14:00+00:00,0,0,0,0,Alternator,Lighting,Metal,10621,Functional,Component
622,2025-06-09T09:08:31+00:00,0,0,0,0,Headlight Assembly,Electrical,Metal,10622,Cosmetic,Component
623,2025-06-09T09:07:33+00:00,1,0,0,0,Headlight Assembly,Engine Parts,Aluminum,10623,Cosmetic,Component
624,2025-06-09T09:24:36+00:00,0,0,0,0,Spark Plug,Engine Parts,Aluminum,10624,Structural,Component
625,2025-06-09T10:01:04+00:00,1,0,0,1,Brake Pad,Brake System,Aluminum,10625,Cosmetic,Surface
626,2025-06-09T09:51:28+00:00,1,0,0,1,Alternator,Ignition,Plastic,10626,Functional,Component
627,2025-06-09T10:07:50+00:00,1,0,0,1,Windshield Wiper,Cooling,Aluminum,10627,Functional,Component
628,2025-06-09T09:47:17+00:00,1,0,3,1,Brake Pad,Cooling,Ceramic,10628,Functional,Component
629,2025-06-09T10:10:52+00:00,1,0,0,1,Windshield Wiper,Engine Parts,Plastic,10629,Functional,Component
630,2025-06-09T09:35:05+00:00,0,0,0,1,Air Filter,Ignition,Synthetic,10630,Structural,Component
631,2025-06-09T09:11:45+00:00,1,0,0,1,Headlight Assembly,Electrical,Aluminum,10631,Cosmetic,Component
632,2025-06-09T09:26:32+00:00,0,0,0,1,Air Filter,Electrical,Aluminum,10632,Structural,Surface
633,2025-06-09T09:36:27+00:00,0,0,0,1,Radiator,Brake System,Synthetic,10633,Functional,Surface
634,2025-06-09T10:08:10+00:00,1,0,0,1,Alternator,Electrical,Metal,10634,Cosmetic,Surface
635,2025-06-09T10:13:00+00:00,0,0,0,1,Brake Pad,Electrical,Synthetic,10635,Functional,Internal
636,2025-06-09T10:01:42+00:00,1,0,0,1,Spark Plug,Engine Parts,Synthetic,10636,Functional,Internal
637,2025-06-09T10:16:53+00:00,0,0,0,0,Air Filter,Electrical,Plastic,10637,Functional,Surface
638,2025-06-09T10:05:34+00:00,0,0,1,1,Engine Oil Filter,Lighting,Plastic,10638,Functional,Internal
639,2025-06-09T09:55:43+00:00,1,0,0,0,Battery,Brake System,Aluminum,10639,Functional,Surface
640,2025-06-09T09:24:18+00:00,0,0,0,1,Spark Plug,Exterior,Aluminum,10640,Structural,Surface
641,2025-06-09T09:52:45+00:00,1,0,2,0,Engine Oil Filter,Engine Parts,Synthetic,10641,Structural,Internal
642,2025-06-09T09:26:50+00:00,0,0,0,1,Air Filter,Fuel System,Synthetic,10642,Structural,Component
643,2025-06-09T09:50:51+00:00,0,0,0,1,Headlight Assembly,Cooling,Aluminum,10643,Structural,Component
644,2025-06-09T09:36:27+00:00,0,0,0,1,Engine Oil Filter,Brake System,Aluminum,10644,Cosmetic,Internal
645,2025-06-09T09:39:23+00:00,1,0,0,1,Headlight Assembly,Brake System,Aluminum,10645,Structural,Internal
646,2025-06-09T09:41:21+00:00,0,0,0,0,Radiator,Engine Parts,Ceramic,10646,Functional,Internal
647,2025-06-09T09:36:25+00:00,0,0,0,1,Air Filter,Lighting,Metal,10647,Structural,Internal
648,2025-06-09T09:28:44+00:00,0,0,0,1,Fuel Tank,Electrical,Metal,10648,Cosmetic,Internal
649,2025-06-09T10:16:14+00:00,0,1,0,1,Alternator,Ignition,Plastic,10649,Structural,Surface
650,2025-06-09T10:04:14+00:00,1,0,0,1,Windshield Wiper,Fuel System,Plastic,10650,Structural,Surface
651,2025-06-09T09:11:26+00:00,1,0,0,1,Windshield Wiper,Engine Parts,Metal,10651,Cosmetic,Internal
652,2025-06-09T09:53:23+00:00,1,0,0,1,Air Filter,Electrical,Ceramic,10652,Functional,Component
653,2025-06-09T09:23:58+00:00,1,0,0,0,Fuel Tank,Lighting,Ceramic,10653,Functional,Component
654,2025-06-09T10:13:57+00:00,1,0,0,1,Alternator,Fuel System,Ceramic,10654,Functional,Internal
655,2025-06-09T09:12:25+00:00,0,0,0,1,Radiator,Electrical,Plastic,10655,Cosmetic,Surface
656,2025-06-09T09:08:12+00:00,1,0,2,0,Brake Pad,Cooling,Ceramic,10656,Functional,Internal
657,2025-06-09T10:17:11+00:00,1,0,0,1,Engine Oil Filter,Lighting,Metal,10657,Structural,Internal
658,2025-06-09T09:39:43+00:00,0,0,0,0,Air Filter,Engine Parts,Ceramic,10658,Functional,Surface
659,2025-06-09T10:04:32+00:00,0,0,0,1,Headlight Assembly,Brake System,Plastic,10659,Functional,Internal
660,2025-06-09T10:15:55+00:00,0,0,0,1,Radiator,Fuel System,Ceramic,10660,Functional,Internal
661,2025-06-09T09:53:25+00:00,1,0,0,1,Windshield Wiper,Engine Parts,Aluminum,10661,Structural,Internal
662,2025-06-09T09:22:41+00:00,1,0,0,1,Alternator,Electrical,Aluminum,10662,Functional,Surface
663,2025-06-09T09:30:57+00:00,1,0,0,1,Spark Plug,Electrical,Ceramic,10663,Structural,Internal
664,2025-06-09T10:16:15+00:00,1,0,0,1,Battery,Exterior,Aluminum,10664,Cosmetic,Component
665,2025-06-09T09:10:27+00:00,1,0,0,0,Engine Oil Filter,Fuel System,Ceramic,10665,Structural,Surface
666,2025-06-09T10:17:30+00:00,0,0,0,1,Radiator,Engine Parts,Plastic,10666,Structural,Surface
667,2025-06-09T09:25:34+00:00,1,0,0,0,Fuel Tank,Exterior,Aluminum,10667,Structural,Component
668,2025-06-09T10:07:51+00:00,0,0,0,0,Engine Oil Filter,Fuel System,Aluminum,10668,Structural,Surface
669,2025-06-09T09:14:19+00:00,0,0,0,1,Alternator,Brake System,Aluminum,10669,Functional,Component
670,2025-06-09T10:03:17+00:00,1,0,0,1,Headlight Assembly,Electrical,Aluminum,10670,Functional,Internal
671,2025-06-09T10:11:54+00:00,1,0,0,0,Spark Plug,Engine Parts,Ceramic,10671,Functional,Internal
672,2025-06-09T09:10:09+00:00,1,0,0,1,Battery,Brake System,Plastic,10672,Structural,Surface
673,2025-06-09T09:07:33+00:00,1,0,0,1,Alternator,Ignition,Synthetic,10673,Functional,Surface
674,2025-06-09T10:04:32+00:00,1,0,0,0,Battery,Electrical,Plastic,10674,Structural,Surface
675,2025-06-09T09:17:19+00:00,1,0,0,0,Windshield Wiper,Fuel System,Plastic,10675,Functional,Internal
676,2025-06-09T09:42:01+00:00,0,0,0,1,Engine Oil Filter,Lighting,Ceramic,10676,Structural,Surface
677,2025-06-09T10:09:33+00:00,0,0,0,1,Engine Oil Filter,Engine Parts,Plastic,10677,Structural,Surface
678,2025-06-09T09:19:50+00:00,1,0,0,0,Spark Plug,Brake System,Plastic,10678,Structural,Internal
679,2025-06-09T10:08:34+00:00,1,0,0,1,Battery,Engine Parts,Ceramic,10679,Structural,Internal
680,2025-06-09T09:12:44+00:00,0,0,0,1,Air Filter,Engine Parts,Metal,10680,Structural,Component
681,2025-06-09T09:25:14+00:00,0,0,0,1,Alternator,Engine Parts,Synthetic,10681,Functional,Internal
682,2025-06-09T09:30:39+00:00,1,0,0,1,Battery,Exterior,Metal,10682,Cosmetic,Internal
683,2025-06-09T10:08:53+00:00,0,0,0,1,Brake Pad,Cooling,Aluminum,10683,Structural,Internal
684,2025-06-09T09:41:21+00:00,0,0,0,0,Windshield Wiper,Engine Parts,Ceramic,10684,Cosmetic,Internal
685,2025-06-09T10:04:51+00:00,1,0,0,1,Air Filter,Lighting,Ceramic,10685,Functional,Surface
686,2025-06-09T10:15:54+00:00,1,0,0,1,Battery,Electrical,Ceramic,10686,Cosmetic,Internal
687,2025-06-09T10:00:40+00:00,1,0,0,1,Battery,Cooling,Plastic,10687,Structural,Component
688,2025-06-09T09:44:20+00:00,1,0,0,0,Windshield Wiper,Brake System,Plastic,10688,Structural,Internal
689,2025-06-09T09:23:21+00:00,0,0,0,0,Air Filter,Brake System,Plastic,10689,Cosmetic,Surface
690,2025-06-09T09:46:59+00:00,0,0,0,1,Headlight Assembly,Engine Parts,Aluminum,10690,Structural,Surface
691,2025-06-09T09:20:27+00:00,0,0,0,1,Alternator,Brake System,Plastic,10691,Structural,Internal
692,2025-06-09T09:28:05+00:00,0,0,0,0,Alternator,Engine Parts,Ceramic,10692,Structural,Surface
693,2025-06-09T09:20:47+00:00,0,0,0,0,Spark Plug,Exterior,Ceramic,10693,Structural,Surface
694,2025-06-09T09:08:13+00:00,0,0,0,0,Air Filter,Electrical,Aluminum,10694,Cosmetic,Component
695,2025-06-09T09:55:43+00:00,1,0,1,0,Air Filter,Brake System,Plastic,10695,Structural,Surface
696,2025-06-09T09:26:12+00:00,0,0,0,1,Battery,Brake System,Ceramic,10696,Functional,Internal
697,2025-06-09T10:11:55+00:00,1,0,0,1,Windshield Wiper,Cooling,Aluminum,10697,Functional,Internal
698,2025-06-09T09:23:00+00:00,1,0,0,0,Battery,Cooling,Aluminum,10698,Structural,Internal
699,2025-06-09T10:02:39+00:00,0,0,0,0,Fuel Tank,Electrical,Synthetic,10699,Functional,Component
700,2025-06-09T09:46:02+00:00,1,0,2,0,Headlight Assembly,Fuel System,Aluminum,10700,Functional,Internal
701,2025-06-09T10:17:49+00:00,1,0,0,0,Air Filter,Ignition,Metal,10701,Functional,Surface
702,2025-06-09T10:14:55+00:00,1,0,0,0,Windshield Wiper,Ignition,Aluminum,10702,Structural,Component
703,2025-06-09T09:57:47+00:00,1,0,0,1,Brake Pad,Engine Parts,Metal,10703,Structural,Surface
704,2025-06-09T10:02:39+00:00,1,0,0,0,Windshield Wiper,Electrical,Metal,10704,Structural,Surface
705,2025-06-09T10:03:56+00:00,0,0,0,1,Spark Plug,Ignition,Aluminum,10705,Structural,Surface
706,2025-06-09T09:20:28+00:00,0,0,0,0,Headlight Assembly,Ignition,Aluminum,10706,Structural,Internal
707,2025-06-09T09:35:44+00:00,0,0,0,0,Engine Oil Filter,Exterior,Plastic,10707,Functional,Internal
708,2025-06-09T10:03:18+00:00,1,0,0,0,Spark Plug,Electrical,Aluminum,10708,Functional,Internal
709,2025-06-09T09:28:43+00:00,0,0,0,0,Spark Plug,Engine Parts,Aluminum,10709,Cosmetic,Internal
710,2025-06-09T09:19:30+00:00,1,0,0,0,Alternator,Exterior,Aluminum,10710,Structural,Component
711,2025-06-09T09:45:42+00:00,0,0,0,0,Headlight Assembly,Engine Parts,Ceramic,10711,Cosmetic,Internal
712,2025-06-09T09:36:06+00:00,0,0,0,1,Headlight Assembly,Engine Parts,Plastic,10712,Cosmetic,Component
713,2025-06-09T09:53:23+00:00,1,0,0,0,Battery,Electrical,Synthetic,10713,Functional,Component
714,2025-06-09T09:59:06+00:00,0,0,0,1,Alternator,Engine Parts,Plastic,10714,Cosmetic,Component
715,2025-06-09T10:11:12+00:00,1,0,0,1,Engine Oil Filter,Cooling,Plastic,10715,Cosmetic,Surface
716,2025-06-09T09:09:11+00:00,0,0,0,0,Fuel Tank,Engine Parts,Synthetic,10716,Structural,Surface
717,2025-06-09T09:21:44+00:00,0,0,0,0,Brake Pad,Brake System,Synthetic,10717,Cosmetic,Component
718,2025-06-09T10:07:13+00:00,1,0,0,0,Windshield Wiper,Engine Parts,Metal,10718,Cosmetic,Surface
719,2025-06-09T09:13:41+00:00,0,0,0,0,Fuel Tank,Exterior,Aluminum,10719,Functional,Component
720,2025-06-09T09:29:41+00:00,1,0,0,1,Alternator,Engine Parts,Aluminum,10720,Structural,Surface
721,2025-06-09T09:45:00+00:00,1,0,0,1,Spark Plug,Ignition,Ceramic,10721,Functional,Internal
722,2025-06-09T09:30:39+00:00,1,0,0,1,Headlight Assembly,Electrical,Ceramic,10722,Functional,Surface
723,2025-06-09T10:03:17+00:00,1,0,1,0,Engine Oil Filter,Cooling,Synthetic,10723,Functional,Internal
724,2025-06-09T10:11:54+00:00,0,0,0,1,Spark Plug,Ignition,Aluminum,10724,Structural,Component
725,2025-06-09T10:07:50+00:00,1,0,0,0,Alternator,Electrical,Aluminum,10725,Cosmetic,Internal
726,2025-06-09T09:23:00+00:00,0,0,0,1,Engine Oil Filter,Engine Parts,Aluminum,10726,Functional,Surface
727,2025-06-09T09:37:42+00:00,1,0,0,1,Windshield Wiper,Fuel System,Ceramic,10727,Cosmetic,Surface
728,2025-06-09T09:38:03+00:00,0,0,0,1,Windshield Wiper,Electrical,Metal,10728,Functional,Component
729,2025-06-09T09:49:12+00:00,1,0,0,1,Fuel Tank,Fuel System,Aluminum,10729,Structural,Internal
730,2025-06-09T10:06:34+00:00,0,0,0,1,Windshield Wiper,Engine Parts,Ceramic,10730,Structural,Internal
731,2025-06-09T10:16:34+00:00,1,0,1,0,Radiator,Lighting,Aluminum,10731,Functional,Internal
732,2025-06-09T09:38:03+00:00,1,0,0,1,Radiator,Fuel System,Ceramic,10732,Structural,Surface
733,2025-06-09T09:57:04+00:00,0,0,0,0,Air Filter,Lighting,Plastic,10733,Cosmetic,Internal
734,2025-06-09T09:44:02+00:00,1,0,0,0,Brake Pad,Exterior,Synthetic,10734,Cosmetic,Internal
735,2025-06-09T10:10:33+00:00,1,0,0,0,Air Filter,Engine Parts,Ceramic,10735,Structural,Surface
736,2025-06-09T09:09:29+00:00,1,0,0,0,Spark Plug,Engine Parts,Aluminum,10736,Structural,Internal
737,2025-06-09T10:06:13+00:00,0,0,0,1,Alternator,Ignition,Aluminum,10737,Cosmetic,Surface
738,2025-06-09T09:13:21+00:00,0,0,0,0,Headlight Assembly,Electrical,Plastic,10738,Cosmetic,Internal
739,2025-06-09T09:08:32+00:00,1,0,0,0,Radiator,Fuel System,Plastic,10739,Cosmetic,Surface
740,2025-06-09T10:09:13+00:00,1,0,0,1,Alternator,Fuel System,Synthetic,10740,Structural,Surface
741,2025-06-09T09:25:33+00:00,0,0,0,1,Windshield Wiper,Lighting,Aluminum,10741,Functional,Component
742,2025-06-09T09:09:29+00:00,0,0,0,1,Radiator,Lighting,Plastic,10742,Structural,Internal
743,2025-06-09T09:59:26+00:00,0,0,0,1,Headlight Assembly,Exterior,Synthetic,10743,Functional,Component
744,2025-06-09T09:44:02+00:00,0,0,0,0,Headlight Assembly,Exterior,Synthetic,10744,Cosmetic,Component
745,2025-06-09T09:48:53+00:00,0,0,0,1,Battery,Lighting,Aluminum,10745,Cosmetic,Surface
746,2025-06-09T09:59:44+00:00,1,0,2,1,Alternator,Cooling,Metal,10746,Functional,Surface
747,2025-06-09T10:03:56+00:00,0,0,0,0,Fuel Tank,Engine Parts,Metal,10747,Cosmetic,Surface
748,2025-06-09T09:14:40+00:00,1,1,0,0,Engine Oil Filter,Lighting,Aluminum,10748,Cosmetic,Surface
749,2025-06-09T09:06:33+00:00,0,0,0,1,Air Filter,Fuel System,Aluminum,10749,Structural,Surface
750,2025-06-09T09:40:42+00:00,1,0,0,0,Air Filter,Electrical,Aluminum,10750,Structural,Surface
751,2025-06-09T09:13:02+00:00,1,0,0,0,Spark Plug,Engine Parts,Ceramic,10751,Cosmetic,Internal
752,2025-06-09T09:19:11+00:00,1,0,0,1,Alternator,Exterior,Metal,10752,Functional,Component
753,2025-06-09T09:09:29+00:00,0,0,0,1,Headlight Assembly,Exterior,Ceramic,10753,Structural,Internal
754,2025-06-09T09:50:51+00:00,1,0,0,0,Alternator,Cooling,Aluminum,10754,Cosmetic,Internal
755,2025-06-09T10:02:59+00:00,1,0,2,0,Windshield Wiper,Engine Parts,Ceramic,10755,Functional,Surface
756,2025-06-09T10:14:34+00:00,0,0,0,1,Radiator,Engine Parts,Aluminum,10756,Functional,Internal
757,2025-06-09T09:40:02+00:00,1,0,0,1,Brake Pad,Ignition,Synthetic,10757,Structural,Component
758,2025-06-09T09:19:49+00:00,1,0,0,1,Air Filter,Electrical,Ceramic,10758,Structural,Surface
759,2025-06-09T09:32:50+00:00,1,0,0,0,Air Filter,Electrical,Ceramic,10759,Structural,Surface
760,2025-06-09T09:13:21+00:00,0,0,0,1,Brake Pad,Fuel System,Aluminum,10760,Structural,Internal
761,2025-06-09T10:16:33+00:00,1,0,0,1,Fuel Tank,Engine Parts,Synthetic,10761,Structural,Internal
762,2025-06-09T09:46:02+00:00,0,0,0,0,Engine Oil Filter,Brake System,Ceramic,10762,Structural,Internal
763,2025-06-09T09:35:04+00:00,0,0,0,0,Windshield Wiper,Brake System,Metal,10763,Structural,Component
764,2025-06-09T09:46:02+00:00,0,0,0,1,Radiator,Brake System,Aluminum,10764,Functional,Component
765,2025-06-09T09:08:31+00:00,1,0,0,1,Air Filter,Electrical,Synthetic,10765,Functional,Component
766,2025-06-09T09:44:20+00:00,1,0,0,1,Windshield Wiper,Engine Parts,Aluminum,10766,Functional,Internal
767,2025-06-09T10:01:41+00:00,1,0,0,0,Spark Plug,Engine Parts,Plastic,10767,Cosmetic,Surface
768,2025-06-09T09:12:25+00:00,0,0,0,1,Engine Oil Filter,Engine Parts,Synthetic,10768,Structural,Internal
769,2025-06-09T09:57:25+00:00,0,0,0,0,Windshield Wiper,Engine Parts,Aluminum,10769,Functional,Component
770,2025-06-09T09:12:04+00:00,0,0,0,0,Alternator,Lighting,Aluminum,10770,Cosmetic,Internal
771,2025-06-09T09:43:10+00:00,0,0,0,1,Battery,Engine Parts,Metal,10771,Structural,Component
772,2025-06-09T09:47:37+00:00,0,0,0,0,Radiator,Electrical,Aluminum,10772,Cosmetic,Internal
773,2025-06-09T09:15:39+00:00,0,0,0,1,Radiator,Lighting,Aluminum,10773,Cosmetic,Internal
774,2025-06-09T09:19:12+00:00,1,0,0,0,Windshield Wiper,Engine Parts,Ceramic,10774,Functional,Component
775,2025-06-09T10:10:52+00:00,1,0,0,0,Alternator,Fuel System,Ceramic,10775,Cosmetic,Component
776,2025-06-09T09:48:53+00:00,1,0,4,1,Radiator,Fuel System,Synthetic,10776,Functional,Surface
777,2025-06-09T09:44:21+00:00,0,0,0,1,Fuel Tank,Brake System,Plastic,10777,Functional,Component
778,2025-06-09T09:39:23+00:00,1,0,0,0,Engine Oil Filter,Brake System,Plastic,10778,Cosmetic,Internal
779,2025-06-09T09:39:23+00:00,0,0,0,1,Headlight Assembly,Exterior,Synthetic,10779,Cosmetic,Internal
780,2025-06-09T10:16:34+00:00,1,0,0,0,Engine Oil Filter,Fuel System,Ceramic,10780,Structural,Surface
781,2025-06-09T10:05:53+00:00,0,0,1,1,Headlight Assembly,Ignition,Aluminum,10781,Functional,Component
782,2025-06-09T09:30:19+00:00,1,0,0,1,Headlight Assembly,Fuel System,Synthetic,10782,Cosmetic,Surface
783,2025-06-09T10:16:34+00:00,0,1,0,1,Alternator,Ignition,Plastic,10783,Cosmetic,Surface
784,2025-06-09T09:12:04+00:00,1,0,0,0,Alternator,Exterior,Synthetic,10784,Functional,Component
785,2025-06-09T09:38:44+00:00,0,0,0,1,Headlight Assembly,Lighting,Ceramic,10785,Structural,Surface
786,2025-06-09T09:33:45+00:00,0,0,0,1,Windshield Wiper,Engine Parts,Ceramic,10786,Structural,Internal
787,2025-06-09T09:15:02+00:00,1,0,0,1,Battery,Fuel System,Synthetic,10787,Cosmetic,Surface
788,2025-06-09T09:39:03+00:00,0,0,0,1,Radiator,Ignition,Synthetic,10788,Cosmetic,Component
789,2025-06-09T09:13:20+00:00,0,0,0,1,Radiator,Brake System,Plastic,10789,Structural,Component
790,2025-06-09T09:09:30+00:00,1,0,0,1,Radiator,Fuel System,Aluminum,10790,Structural,Internal
791,2025-06-09T09:54:03+00:00,0,0,0,1,Engine Oil Filter,Electrical,Synthetic,10791,Cosmetic,Surface
792,2025-06-09T09:38:04+00:00,0,0,0,0,Spark Plug,Cooling,Aluminum,10792,Structural,Component
793,2025-06-09T09:31:34+00:00,1,0,0,0,Radiator,Exterior,Ceramic,10793,Structural,Internal
794,2025-06-09T09:06:32+00:00,0,0,1,1,Engine Oil Filter,Electrical,Aluminum,10794,Cosmetic,Internal
795,2025-06-09T09:23:39+00:00,0,0,0,1,Engine Oil Filter,Electrical,Ceramic,10795,Structural,Component
796,2025-06-09T09:58:07+00:00,1,1,0,1,Air Filter,Fuel System,Metal,10796,Functional,Internal
797,2025-06-09T09:35:23+00:00,0,0,0,0,Windshield Wiper,Electrical,Synthetic,10797,Functional,Surface
798,2025-06-09T09:47:17+00:00,0,0,0,1,Radiator,Brake System,Aluminum,10798,Cosmetic,Component
799,2025-06-09T09:10:27+00:00,0,0,0,0,Headlight Assembly,Ignition,Aluminum,10799,Cosmetic,Component
800,2025-06-09T09:48:54+00:00,0,0,0,0,Fuel Tank,Electrical,Plastic,10800,Structural,Internal
801,2025-06-09T09:43:10+00:00,0,0,0,1,Radiator,Brake System,Synthetic,10801,Cosmetic,Surface
802,2025-06-09T09:10:08+00:00,1,0,0,0,Fuel Tank,Ignition,Aluminum,10802,Functional,Internal
803,2025-06-09T09:44:21+00:00,1,0,0,0,Radiator,Fuel System,Plastic,10803,Cosmetic,Surface
804,2025-06-09T09:38:03+00:00,1,0,0,1,Radiator,Fuel System,Ceramic,10804,Structural,Surface
805,2025-06-09T09:23:39+00:00,1,0,0,1,Headlight Assembly,Fuel System,Plastic,10805,Functional,Component
806,2025-06-09T10:16:52+00:00,0,0,0,1,Spark Plug,Electrical,Aluminum,10806,Structural,Component
807,2025-06-09T09:55:03+00:00,1,0,0,1,Engine Oil Filter,Brake System,Ceramic,10807,Structural,Internal
808,2025-06-09T10:08:53+00:00,0,0,0,0,Windshield Wiper,Electrical,Ceramic,10808,Functional,Surface
809,2025-06-09T10:08:34+00:00,0,0,0,0,Radiator,Fuel System,Plastic,10809,Structural,Surface
810,2025-06-09T10:03:17+00:00,0,0,3,1,Spark Plug,Brake System,Plastic,10810,Structural,Internal
811,2025-06-09T09:38:03+00:00,1,0,0,0,Radiator,Fuel System,Plastic,10811,Structural,Surface
812,2025-06-09T10:01:42+00:00,1,0,0,1,Fuel Tank,Engine Parts,Ceramic,10812,Functional,Component
813,2025-06-09T10:16:33+00:00,1,0,0,0,Alternator,Brake System,Ceramic,10813,Cosmetic,Internal
814,2025-06-09T09:17:38+00:00,0,0,0,1,Fuel Tank,Electrical,Plastic,10814,Cosmetic,Internal
815,2025-06-09T09:32:32+00:00,1,0,0,0,Alternator,Brake System,Synthetic,10815,Cosmetic,Surface
816,2025-06-09T09:44:20+00:00,0,0,0,0,Brake Pad,Cooling,Metal,10816,Functional,Component
817,2025-06-09T10:04:15+00:00,1,1,0,0,Alternator,Exterior,Plastic,10817,Structural,Internal
818,2025-06-09T10:01:03+00:00,0,0,0,0,Radiator,Fuel System,Ceramic,10818,Cosmetic,Component
819,2025-06-09T10:04:33+00:00,1,0,0,1,Headlight Assembly,Ignition,Aluminum,10819,Structural,Surface
820,2025-06-09T09:07:15+00:00,1,0,0,1,Windshield Wiper,Electrical,Metal,10820,Structural,Internal
821,2025-06-09T09:38:03+00:00,1,0,0,1,Engine Oil Filter,Fuel System,Synthetic,10821,Functional,Internal
822,2025-06-09T10:06:53+00:00,1,0,0,0,Brake Pad,Brake System,Aluminum,10822,Structural,Surface
823,2025-06-09T09:20:47+00:00,0,0,0,0,Spark Plug,Engine Parts,Plastic,10823,Structural,Surface
824,2025-06-09T09:40:22+00:00,1,0,0,1,Radiator,Brake System,Ceramic,10824,Functional,Component
825,2025-06-09T09:28:24+00:00,0,0,0,0,Air Filter,Exterior,Ceramic,10825,Structural,Component
826,2025-06-09T09:17:38+00:00,0,0,0,1,Headlight Assembly,Lighting,Plastic,10826,Functional,Component
827,2025-06-09T09:21:06+00:00,0,0,0,0,Headlight Assembly,Electrical,Ceramic,10827,Cosmetic,Component
828,2025-06-09T09:39:24+00:00,0,0,0,0,Radiator,Cooling,Ceramic,10828,Structural,Surface
829,2025-06-09T09:40:22+00:00,1,0,3,1,Brake Pad,Electrical,Aluminum,10829,Cosmetic,Surface
830,2025-06-09T09:34:45+00:00,1,0,0,1,Alternator,Electrical,Aluminum,10830,Cosmetic,Component
831,2025-06-09T09:55:43+00:00,0,0,0,1,Headlight Assembly,Electrical,Synthetic,10831,Cosmetic,Component
832,2025-06-09T10:11:54+00:00,1,0,0,0,Headlight Assembly,Electrical,Aluminum,10832,Cosmetic,Internal
833,2025-06-09T10:10:33+00:00,0,0,0,1,Fuel Tank,Fuel System,Synthetic,10833,Functional,Internal
834,2025-06-09T09:41:22+00:00,1,0,0,1,Headlight Assembly,Engine Parts,Ceramic,10834,Cosmetic,Internal
